# These data come from 
# wavelength = in micron
# albedo = reflectivity at this wavelength
#
wavelength |       albedo
     2.358 | 0.0065979222
     2.359 | 0.0065134987
 2.3599999 | 0.0064915093
 2.3610001 | 0.0065191505
     2.362 | 0.0065717646
 2.3629999 | 0.0066220188
 2.3640001 | 0.0066319825
     2.365 | 0.0065610609
 2.3659999 | 0.0063913511
 2.3670001 | 0.0061955024
     2.368 | 0.0060688369
     2.369 | 0.0060802912
 2.3699999 |  0.006193249
 2.3710001 | 0.0063446839
     2.372 | 0.0064784647
 2.3729999 | 0.0065655941
 2.3740001 | 0.0065840259
     2.375 |  0.006522215
 2.3759999 |  0.006411009
 2.3770001 | 0.0062917941
     2.378 | 0.0062003294
 2.3789999 | 0.0061498797
 2.3800001 | 0.0061480948
     2.381 | 0.0061952174
     2.382 | 0.0062620286
 2.3829999 | 0.0063118734
 2.3840001 | 0.0063190665
     2.385 | 0.0063015199
 2.3859999 | 0.0062880926
 2.3870001 |  0.006295586
     2.388 | 0.0062927315
 2.3889999 | 0.0062362263
 2.3900001 | 0.0061013908
     2.391 | 0.0059378832
     2.392 | 0.0058139432
 2.3929999 | 0.0057743783
 2.3940001 | 0.0057698414
     2.395 | 0.0057274811
 2.3959999 |  0.005599115
 2.3970001 | 0.0054350328
     2.398 | 0.0053101415
 2.3989999 | 0.0052734306
 2.4000001 | 0.0052702175
     2.401 | 0.0052198418
     2.402 | 0.0050676279
 2.4030001 | 0.0048629735
     2.404 | 0.0046811234
     2.405 | 0.0045796568
 2.4059999 | 0.0045454912
 2.4070001 | 0.0045478093
     2.408 | 0.0045587877
 2.4089999 | 0.0045624911
 2.4100001 | 0.0045459536
     2.411 | 0.0045021097
 2.4119999 |   0.00444747
 2.4130001 | 0.0044044945
     2.414 | 0.0043894434
     2.415 | 0.0043940404
 2.4159999 | 0.0044038687
 2.4170001 | 0.0044075558
     2.418 | 0.0044059716
 2.4189999 | 0.0044030133
 2.4200001 | 0.0044017681
     2.421 | 0.0044019762
 2.4219999 | 0.0044025467
 2.4230001 | 0.0044026268
     2.424 | 0.0044022873
     2.425 | 0.0044018333
 2.4260001 | 0.0044015045
     2.427 | 0.0044012913
     2.428 | 0.0044011287
 2.4289999 | 0.0044009574
 2.4300001 | 0.0044007832
     2.431 | 0.0044006198
 2.4319999 | 0.0044004796
 2.4330001 | 0.0044003455
     2.434 | 0.0044002188
 2.4349999 | 0.0044000852
 2.4360001 | 0.0043999492
     2.437 | 0.0043998319
     2.438 | 0.0043997332
 2.4389999 | 0.0043996405
 2.4400001 | 0.0043995194
     2.441 | 0.0043993513
 2.4419999 |  0.004399132
 2.4430001 | 0.0043988661
     2.444 | 0.0043985629
 2.4449999 | 0.0043982547
 2.4460001 | 0.0043979846
     2.447 | 0.0043977839
     2.448 |  0.004397634
 2.4489999 | 0.0043975087
      2.45 | 0.0043973774
     2.451 | 0.0043972381
 2.4519999 |   0.00439707
 2.4530001 | 0.0043968786
     2.454 | 0.0043966826
 2.4549999 |  0.004396501
 2.4560001 | 0.0043963557
     2.457 | 0.0043962346
 2.4579999 | 0.0043961131
 2.4590001 | 0.0043959832
      2.46 | 0.0043958575
     2.461 | 0.0043957541
 2.4619999 | 0.0043956749
 2.4630001 | 0.0043955953
     2.464 | 0.0043954602
 2.4649999 |  0.004395246
 2.4660001 | 0.0043949988
     2.467 | 0.0043947841
 2.4679999 | 0.0043946491
 2.4690001 | 0.0043945513
      2.47 | 0.0043944344
     2.471 | 0.0043942528
 2.4719999 | 0.0043940335
     2.473 | 0.0043938234
     2.474 |   0.00439366
 2.4749999 | 0.0043935343
 2.4760001 |  0.004393422
     2.477 | 0.0043933052
 2.4779999 | 0.0043931981
 2.4790001 | 0.0043931142
      2.48 | 0.0043930677
 2.4809999 | 0.0043930393
 2.4820001 |  0.004393016
     2.483 | 0.0043929736
     2.484 | 0.0043929368
 2.4849999 | 0.0043929135
 2.4860001 | 0.0043929135
     2.487 | 0.0043929229
 2.4879999 | 0.0043929135
 2.4890001 | 0.0043928619
      2.49 | 0.0043927967
 2.4909999 | 0.0043927408
 2.4920001 | 0.0043927217
     2.493 | 0.0043927263
     2.494 | 0.0043927408
 2.4949999 | 0.0043927454
 2.4960001 |  0.004392745
     2.497 | 0.0043927408
 2.4979999 | 0.0043927403
 2.4990001 | 0.0043927408
       2.5 | 0.0043927408
