pressure | temperature |   density | altitude
 0.07599 |      70.838 |   0.35948 |   50.297
 0.07639 |      70.901 |   0.36106 |   50.217
 0.07676 |      70.931 |   0.36266 |   50.137
 0.07714 |      70.911 |    0.3644 |   50.058
 0.07752 |        70.9 |   0.36609 |   49.978
  0.0779 |      70.894 |   0.36798 |   49.899
 0.07828 |      70.869 |   0.36984 |   49.821
 0.07866 |      70.841 |   0.37175 |   49.742
 0.07906 |      70.842 |   0.37366 |   49.664
 0.07944 |      70.851 |   0.37549 |   49.586
 0.07982 |      70.761 |   0.37747 |   49.508
 0.08021 |      70.678 |   0.37939 |    49.43
  0.0806 |      70.625 |   0.38165 |   49.353
   0.081 |       70.62 |    0.3839 |   49.276
 0.08139 |      70.666 |   0.38591 |   49.199
 0.08178 |      70.645 |   0.38784 |   49.122
 0.08217 |      70.563 |   0.38953 |   49.046
 0.08259 |      70.526 |   0.39155 |   48.969
 0.08297 |      70.521 |   0.39363 |   48.893
  0.0834 |      70.526 |   0.39599 |   48.817
 0.08379 |      70.554 |   0.39749 |   48.742
 0.08418 |      70.496 |   0.39963 |   48.666
 0.08504 |      70.508 |   0.40399 |   48.505
 0.08544 |      70.506 |   0.40587 |    48.43
 0.08585 |      70.518 |   0.40775 |   48.355
 0.08627 |      70.497 |   0.40959 |    48.28
 0.08666 |      70.465 |   0.41137 |   48.205
 0.08707 |      70.471 |    0.4137 |   48.131
 0.08749 |      70.506 |   0.41568 |   48.057
 0.08789 |      70.493 |   0.41748 |   47.983
  0.0883 |       70.44 |   0.41944 |   47.909
  0.0887 |      70.414 |    0.4214 |   47.835
 0.08913 |      70.419 |   0.42377 |   47.761
 0.08953 |      70.429 |    0.4256 |   47.688
 0.08995 |      70.448 |   0.42783 |   47.615
 0.09037 |      70.476 |   0.42963 |   47.542
 0.09078 |      70.522 |   0.43145 |   47.469
 0.09119 |      70.547 |   0.43337 |   47.396
 0.09162 |      70.542 |   0.43511 |   47.324
 0.09203 |       70.48 |   0.43677 |   47.251
 0.09292 |      70.337 |   0.44155 |   47.098
 0.09335 |      70.334 |   0.44396 |   47.026
 0.09377 |      70.357 |   0.44634 |   46.955
 0.09421 |      70.384 |   0.44852 |   46.883
 0.09462 |      70.382 |    0.4503 |   46.811
 0.09506 |      70.409 |   0.45238 |    46.74
 0.09547 |      70.443 |   0.45424 |   46.669
  0.0959 |      70.399 |   0.45631 |   46.598
 0.09635 |      70.367 |   0.45808 |   46.527
 0.09676 |      70.378 |   0.46014 |   46.456
  0.0972 |      70.368 |   0.46265 |   46.386
 0.09763 |       70.39 |   0.46457 |   46.316
 0.09807 |      70.433 |   0.46667 |   46.246
 0.09849 |      70.446 |   0.46859 |   46.176
 0.09893 |      70.452 |   0.47053 |   46.107
 0.09934 |       70.44 |   0.47237 |   46.038
  0.0998 |      70.457 |   0.47458 |   45.968
 0.10023 |      70.457 |   0.47644 |   45.899
 0.10066 |      70.442 |   0.47852 |    45.83
 0.10111 |      70.418 |    0.4807 |   45.761
 0.10154 |      70.361 |   0.48277 |   45.692
 0.10198 |      70.356 |   0.48506 |   45.623
 0.10242 |      70.374 |   0.48762 |   45.554
